#;ImgPath;EAR;ImgPathResult;;
49;C:/IoTTestEAR/CloseEyes/_53.jpg;0,351487473;C:/IoTTestEAR/results_close/image49.jpg;;
57;C:/IoTTestEAR/CloseEyes/_60.jpg;0,326015131;C:/IoTTestEAR/results_close/image57.jpg;;
10;C:/IoTTestEAR/CloseEyes/_18.jpg;0,238790441;C:/IoTTestEAR/results_close/image10.jpg;;
32;C:/IoTTestEAR/CloseEyes/_38.jpg;0,220663629;C:/IoTTestEAR/results_close/image32.jpg;;
60;C:/IoTTestEAR/CloseEyes/_63.jpg;0,210163404;C:/IoTTestEAR/results_close/image60.jpg;;
52;C:/IoTTestEAR/CloseEyes/_56.jpg;0,209488409;C:/IoTTestEAR/results_close/image52.jpg;;
77;C:/IoTTestEAR/CloseEyes/_79.jpeg;0,204881958;C:/IoTTestEAR/results_close/image77.jpg;;
55;C:/IoTTestEAR/CloseEyes/_59.jpg;0,19787221;C:/IoTTestEAR/results_close/image55.jpg;;
71;C:/IoTTestEAR/CloseEyes/_73.jpg;0,197408484;C:/IoTTestEAR/results_close/image71.jpg;;
96;C:/IoTTestEAR/CloseEyes/_96.jpg;0,196734226;C:/IoTTestEAR/results_close/image96.jpg;;
93;C:/IoTTestEAR/CloseEyes/_93.jpg;0,196657385;C:/IoTTestEAR/results_close/image93.jpg;;
73;C:/IoTTestEAR/CloseEyes/_75.jpg;0,194188599;C:/IoTTestEAR/results_close/image73.jpg;;
68;C:/IoTTestEAR/CloseEyes/_70.jpg;0,191502725;C:/IoTTestEAR/results_close/image68.jpg;;
69;C:/IoTTestEAR/CloseEyes/_71.jpg;0,189990832;C:/IoTTestEAR/results_close/image69.jpg;;
44;C:/IoTTestEAR/CloseEyes/_49.jpg;0,188630095;C:/IoTTestEAR/results_close/image44.jpg;;
42;C:/IoTTestEAR/CloseEyes/_47.jpg;0,183445628;C:/IoTTestEAR/results_close/image42.jpg;;
79;C:/IoTTestEAR/CloseEyes/_80.jpg;0,182644976;C:/IoTTestEAR/results_close/image79.jpg;;
0;C:/IoTTestEAR/CloseEyes/_0.jpg;0,181119018;C:/IoTTestEAR/results_close/image0.jpg;;
51;C:/IoTTestEAR/CloseEyes/_55.jpg;0,179450515;C:/IoTTestEAR/results_close/image51.jpg;;
46;C:/IoTTestEAR/CloseEyes/_50.jpg;0,177368727;C:/IoTTestEAR/results_close/image46.jpg;;
9;C:/IoTTestEAR/CloseEyes/_17.jpg;0,173695439;C:/IoTTestEAR/results_close/image9.jpg;;
62;C:/IoTTestEAR/CloseEyes/_65.jpg;0,173396176;C:/IoTTestEAR/results_close/image62.jpg;;
86;C:/IoTTestEAR/CloseEyes/_87.jpg;0,172265505;C:/IoTTestEAR/results_close/image86.jpg;;
28;C:/IoTTestEAR/CloseEyes/_34.jpg;0,169058618;C:/IoTTestEAR/results_close/image28.jpg;;
72;C:/IoTTestEAR/CloseEyes/_74.jpg;0,16651638;C:/IoTTestEAR/results_close/image72.jpg;;
65;C:/IoTTestEAR/CloseEyes/_68.jpg;0,166158836;C:/IoTTestEAR/results_close/image65.jpg;;
54;C:/IoTTestEAR/CloseEyes/_58.jpg;0,165185651;C:/IoTTestEAR/results_close/image54.jpg;;
21;C:/IoTTestEAR/CloseEyes/_28.jpg;0,164147098;C:/IoTTestEAR/results_close/image21.jpg;;
66;C:/IoTTestEAR/CloseEyes/_69.jpg;0,163594753;C:/IoTTestEAR/results_close/image66.jpg;;
97;C:/IoTTestEAR/CloseEyes/_97.jpg;0,163362552;C:/IoTTestEAR/results_close/image97.jpg;;
38;C:/IoTTestEAR/CloseEyes/_43.jpg;0,161855611;C:/IoTTestEAR/results_close/image38.jpg;;
20;C:/IoTTestEAR/CloseEyes/_27.jpg;0,159785624;C:/IoTTestEAR/results_close/image20.jpg;;
61;C:/IoTTestEAR/CloseEyes/_64.jpg;0,158743878;C:/IoTTestEAR/results_close/image61.jpg;;
12;C:/IoTTestEAR/CloseEyes/_2.jpg;0,156388278;C:/IoTTestEAR/results_close/image12.jpg;;
92;C:/IoTTestEAR/CloseEyes/_92.jpg;0,156169614;C:/IoTTestEAR/results_close/image92.jpg;;
25;C:/IoTTestEAR/CloseEyes/_31.jpg;0,154614624;C:/IoTTestEAR/results_close/image25.jpg;;
8;C:/IoTTestEAR/CloseEyes/_16.jpg;0,154417745;C:/IoTTestEAR/results_close/image8.jpg;;
